#;NAME;PSRJ;RAJ;DECJ;PMRA;PMDEC;PX;POSEPOCH;ELONG;ELAT;PMELONG;PMELAT;Gl;Gb;RAJD;DECJD;P0;P1;F0;F1;F2;F3;PEPOCH;DM;DM1;RM;W50;W10;UNITS;TAU_SC;S400;S1400;S2000;BINARY;T0;PB;A1;OM;ECC;TASC;EPS1;EPS2;Minimum;Median;BINCOMP;DIST;DIST_DM;DMsin(b);ZZ;XX;YY;ASSOC;SURVEY;OSURVEY;DISC.;PSR;NGLT;
1486;J1710-2616;J1710-2616;17:10:04.9;-26:16:35;;;;55070.00;258.809;-3.321;;;357.859;8.029;257.52041667;-26.27638889;0.954158;2.00e-17;1.048044;-2.197e-17;;;55070.00;110.00;;-9.00;87.500;96.000;TDB;;;0.90;;;;;;;;;;;;;;5.201;5.201;15.36;0.726;-0.192;3.354;;htru_pks,gbncc;002010000000;2012;;;
1487;J1710-37;J1710-37;17:10:30;-37:30;;;;56657.00;259.886;-14.494;;;348.808;1.343;257.62500000;-37.50000000;0.792659;;1.261576;;;;56657.00;346.00;;;61.400;105.000;TDB;;;0.10;;;;;;;;;;;;;;6.090;6.090;8.11;0.143;-1.182;2.527;;htru_pks;000010000000;2015;;;
1488;J1710-4148;J1710-4148;17:10:23.7;-41:48:19;;;;51335.00;260.265;-18.784;;;345.330;-1.195;257.59895833;-41.80527778;0.286561;1.02e-16;3.489656;-1.242e-15;;;51335.00;461.00;;;13.000;;TDB;;;0.31;;;;;;;;;;;;;;7.193;7.193;-9.62;-0.150;-1.821;1.543;;pksmb,htru_pks;000010040000;2003;;;
1489;J1710+4923;J1710+4923;17:10:04.4;+49:23:11.4;-50.400;-44.700;;56850.00;243.418;71.676;;;75.929;36.449;257.51850454;49.38652178;0.003220;1.82e-20;310.536979;-1.756e-15;;;56850.00;7.08;;12.00;0.270;0.740;TDB;;;;;;;;;;;;;;;;;0.506;0.506;4.21;0.301;0.395;8.401;;gbncc;002000000000;2014;;;
1490;B1709-15;J1711-1509;17:11:55.0;-15:09:39.7;;;;49907.00;258.294;7.791;;;7.417;14.013;257.97941575;-15.16104092;0.868804;1.10e-15;1.151007;-1.461e-15;9.900e-27;;49907.00;59.88;;8.00;11.000;20.000;TDB;;5.90;0.70;;;;;;;;;;;;;;1.081;1.081;14.50;0.262;0.135;7.460;;gb2,pks70,pkssw,htru_pks;000010104040;1985;;;
1491;J1711-3826;J1711-3826;17:11:44.4;-38:26:14;;;;51710.00;260.222;-15.407;;;348.197;0.591;257.93520833;-38.43722222;0.465365;7.41e-15;2.148853;-3.423e-14;;;51710.00;376.00;;;24.000;;TDB;;;0.16;;;;;;;;;;;;;;4.146;4.146;3.88;0.043;-0.848;4.442;;pksmb,htru_pks;000010040000;2003;;;
1492;J1711-4322;J1711-4322;17:11:10.5;-43:22:53.1;;;;52433.00;260.568;-20.341;;;344.145;-2.244;257.79400417;-43.38141667;0.102618;2.67e-17;9.744852;-2.532e-15;;;52433.00;191.50;;;7.800;16.000;TDB;;;0.26;;ELL1;;922.4708;139.6241;293.73;2.376e-03;49456.0500;-2.175e-03;9.560e-04;0.2023;0.2370;He[lfl+06];3.986;3.986;-7.50;-0.156;-1.088;4.669;;pksmb,htru_pks;000010040000;2006;;;
1493;B1707-53;J1711-5350;17:11:53.1;-53:50:18.3;;;;57600.00;261.774;-30.742;;;335.694;-8.461;257.97137500;-53.83841667;0.899233;1.55e-14;1.112059;-1.921e-14;;;57600.00;106.10;;-4.50;12.000;23.000;TDB;;9.00;0.84;;;;;;;;;;;;;;4.498;4.498;-15.61;-0.662;-1.831;4.445;;mol2,pks70,pkssw,htru_pks;000010104010;1978;;;
1494;J1712-2715;J1712-2715;17:12:11.7;-27:15:53;;;;51500.00;259.363;-4.266;;;357.325;7.070;258.04879167;-27.26472222;0.255360;1.28e-15;3.916045;-1.962e-14;;;51500.00;91.78;;;33.000;64.000;TDB;;;;;;;;;;;;;;;;;3.118;3.118;11.30;0.384;-0.144;5.409;;pkssw,htru_pks,gbncc;002010100000;2001;;;
1495;J1712-391;J1712-391;17:12:35;-39:43;;;;51465.00;260.506;-16.667;;;347.260;-0.295;258.14583333;-39.71666667;0.778149;;1.285101;;;;51465.00;525.00;;;;;TDB;;;;;;;;;;;;;;;;;4.355;4.355;-2.71;-0.022;-0.960;4.252;;misc;000000400000;2006;;;
1496;J1712-392;J1712-392;17:12:35;-39:43;;;;51465.00;260.506;-16.667;;;347.260;-0.295;258.14583333;-39.71666667;0.092528;;10.807574;;;;51465.00;713.00;;;;;TDB;;;;;;;;;;;;;;;;;4.843;4.843;-3.67;-0.025;-1.068;3.776;;misc;000000400000;2006;;;
1497;J1713+0747;J1713+0747;17:13:49.5;+07:47:37.4;4.924;-3.915;0.763;55636.00;256.669;30.700;5.265;-3.442;28.751;25.223;258.45639077;7.79374438;0.004570;8.53e-21;218.811840;-4.084e-16;;;55636.00;15.99;;10.88;0.110;0.390;TCB;0.00;6.80;8.30;6.00;T2;54303.6340;67.8251;32.3424;176.20;7.494e-05;;;;0.2753;0.3242;He[sns+05];1.311;0.919;6.81;0.559;0.570;7.461;GRS:4FGL_J1713.8+0747[aab+22];ar4,pkssw,FermiBlind;000004120000;1993;HE[egc+13];;
1498;J1713-3844;J1713-3844;17:13:02.3;-38:44:29;;;;51294.00;260.512;-15.688;;;348.101;0.207;258.25958333;-38.74138889;1.600114;1.77e-13;0.624955;-6.929e-14;;;51294.00;544.00;;;17.000;;TDB;;;0.26;;;;;;;;;;;;;;4.426;4.426;1.96;0.016;-0.913;4.169;;pksmb,htru_pks;000010040000;2003;;;
1499;J1713-3949;J1713-3949;17:13:28;-39:49;;;;51465.00;260.692;-16.753;;;347.279;-0.491;258.36666667;-39.81666667;0.392451;;2.548086;;;;51465.00;342.00;;;12.000;;TDB;;;0.35;;;;;;;;;;;;;;3.885;3.885;-2.93;-0.033;-0.855;4.710;;misc,pksmb,htru_pks;000010440000;2002;;;
1500;J1713+7810;J1713+7810;17:13:27.0;+78:10:33.9;;;;57773.00;101.388;77.917;;;110.305;31.461;258.36279167;78.17610833;0.432526;1.14e-16;2.312000;-6.094e-16;;;57773.00;36.98;;;16.000;24.000;TCB;;;;;;;;;;;;;;;;;4.580;4.580;19.30;2.390;3.664;9.856;;lotaas;020000000000;2019;;;
1501;J1714-1054;J1714-1054;17:14:40.1;-10:54:10.9;;;;53000.00;258.619;12.090;;;11.487;15.777;258.66717500;-10.90302778;0.696279;5.88e-17;1.436206;-1.213e-16;;;53000.00;51.00;;;7.500;82.000;TDB;;;0.50;;;;;;;;;;;;;;0.215;0.215;13.87;0.058;0.041;8.297;;pkssw;000000100000;2009;;;
1502;J1714-3810;J1714-3810;17:14:05.7;-38:10:30.9;;;;55226.50;260.677;-15.107;;;348.681;0.371;258.52391667;-38.17525000;3.824936;5.88e-11;0.261442;-4.019e-12;;;55226.50;;;;;;TDB;;;;;;;;;;;;;;;;;13.200;;;0.086;-2.591;-4.443;XRS:CXOU_J171405.7-381031,SNR:G348.7+0.3;misc;000000400000;2010;AXP,NRAD;;
1503;J1714-3830;J1714-3830;17:14:19.8;-38:30:23;;;;;260.752;-15.433;;;348.439;0.140;258.58250000;-38.50638889;0.084140;;11.884954;;;;;;;;;;TDB;;;;;;;;;;;;;;;;;;;;0.000;-0.000;8.500;GRS:4FGL_J1714.4-3830[aab+22],SNR:CTB_37;FermiAssoc;000020000000;2018;NRAD[plca18];;
1504;J1715-3247;J1715-3247;17:15:23.4;-32:47:30;;;;54244.60;260.505;-9.719;;;353.211;3.296;258.84775000;-32.79166667;1.260214;9.20e-17;0.793516;-5.793e-17;;;54244.60;164.00;;;60.000;;TDB;;;0.08;;;;;;;;;;;;;;4.047;4.047;9.43;0.233;-0.478;4.488;;pksmb;000000040000;2009;;;
1505;J1715-3700;J1715-3700;17:15:09.6;-37:00:04;;;;51118.00;260.796;-13.919;;;349.757;0.886;258.79020833;-37.00111111;0.779628;1.46e-16;1.282663;-2.400e-16;;;51118.00;449.00;;;110.000;;TDB;;;0.37;;;;;;;;;;;;;;5.013;5.013;6.94;0.077;-0.891;3.567;;pksmb,htru_pks;000010040000;2001;;;
1506;J1715-3859;J1715-3859;17:15:37.8;-38:59:25.1;;;;53097.00;261.055;-15.895;;;348.194;-0.348;258.90787500;-38.99030556;0.928108;4.40e-15;1.077461;-5.105e-15;;;53097.00;806.20;;571.00;86.000;128.000;TDB;0.23;;0.54;;;;;;;;;;;;;;5.158;5.158;-4.90;-0.031;-1.055;3.451;;pksmb,htru_pks;000010040000;2006;;;
1507;J1715-3903;J1715-3903;17:15:14.0;-39:02:57.1;;;;55370.00;260.980;-15.960;;;348.101;-0.320;258.80866667;-39.04919444;0.278494;3.74e-14;3.590742;-4.828e-13;4.000e-24;;55370.00;314.00;;228.00;8.200;;TDB;;;0.66;;;;;;;;;;;;;;3.737;3.737;-1.75;-0.021;-0.770;4.843;;pksmb,htru_pks;000010040000;2003;;;
1508;J1715-4034;J1715-4034;17:15:40.9;-40:34:18;;;;57600.00;261.197;-17.470;;;346.913;-1.276;258.92050000;-40.57166667;2.072155;3.03e-15;0.482589;-7.063e-16;;;57600.00;254.00;;-483.90;77.100;123.000;TDB;;;1.90;;;;;;;;;;;;;;3.917;3.917;-5.65;-0.087;-0.887;4.686;;pksmb,htru_pks;000010040000;2003;;;
1509;J1715-4254;J1715-4254;17:15:10.5;-42:54:54;;;;52278.00;261.299;-19.814;;;344.951;-2.562;258.79391667;-42.91500000;0.573745;8.76e-16;1.742933;-2.660e-15;;;52278.00;407.00;;;26.000;;TDB;;;0.07;;;;;;;;;;;;;;18.772;18.772;-18.19;-0.839;-4.869;-9.610;;pksmb;000000040000;2004;;;
1510;J1715+46;J1715+46;17:15:48;+46:03;;;;;248.551;68.668;;;71.861;35.354;258.95000000;46.05000000;0.548100;;1.824485;;;;;19.82;;;22.000;;TDB;;;;;;;;;;;;;;;;;1.754;1.754;11.47;1.015;1.359;8.055;;lotaas;020000000000;2019;;;
1511;J1716+34;J1716+34;17:16:08;+34:36:11;;;;;253.104;57.401;;;58.100;33.702;259.03333333;34.60305556;0.002110;;473.933649;;;;;;;;;;TDB;;;;;;;;;;;;;;;;;;;;0.000;0.000;8.500;GRS:4FGL_J1716.3+3434[aab+22];FermiAssoc;000020000000;2022;NRAD[aab+22];;
1512;J1716-3720;J1716-3720;17:16:11.3;-37:20:44;;;;51112.00;261.035;-14.247;;;349.596;0.519;259.04733333;-37.34555556;0.630314;1.80e-14;1.586512;-4.523e-14;;;51112.00;682.70;;-64.00;14.000;105.000;TDB;;;0.41;;;;;;;;;;;;;;5.375;5.375;6.18;0.049;-0.971;3.214;;pksmb,htru_pks;000010040000;2001;;;
1513;J1716-4005;J1716-4005;17:16:42.0;-40:05:27;;;;54942.80;261.360;-16.976;;;347.418;-1.155;259.17525000;-40.09083333;0.311813;2.87e-15;3.207053;-2.952e-14;;;54942.80;435.00;;-526.00;13.400;;TDB;;;1.79;;;;;;;;;;;;;;5.418;5.418;-8.77;-0.109;-1.180;3.213;;pksmb,htru_pks;000010040000;2013;;;
1514;J1716-4111;J1716-4111;17:16:44.3;-41:11:09.5;;;;54212.20;261.458;-18.067;;;346.529;-1.795;259.18461250;-41.18597222;1.036067;2.88e-15;0.965188;-2.685e-15;;;54212.20;245.80;;;10.000;33.000;TDB;;;0.22;;;;;;;;;;;;;;4.387;4.387;-7.70;-0.137;-1.021;4.236;;pksmb,htru_pks;000010040000;2009;;;
1515;J1716-4711;J1716-4711;17:16:01.1;-47:11:00.9;;;;55185.00;261.839;-24.055;;;341.549;-5.155;259.00462083;-47.18358333;0.555824;8.33e-16;1.799130;-2.696e-15;;;55185.00;287.06;;-221.80;4.300;16.000;TDB;;;0.30;;;;;;;;;;;;;;21.907;21.907;-25.79;-1.968;-6.905;-12.197;;htru_pks;000010000000;2012;;;
1516;J1717+03;J1717+03;17:17:56;+03:11;;;;57022.00;258.282;26.196;;;24.784;22.203;259.48333333;3.18333333;3.901000;;0.256345;;;;57022.00;25.60;;;8.400;;TDB;;;;;;;;;;;;;;;;;1.238;1.238;9.67;0.468;0.480;7.459;;ar327;001000000000;2016;RRAT[dsm+16];;
1517;B1714-34;J1717-3425;17:17:20.2;-34:24:59.6;;;;50253.00;261.042;-11.308;;;352.120;2.025;259.33435200;-34.41654571;0.656299;9.80e-15;1.523695;-2.276e-14;2.800e-26;;50253.00;583.46;;-191.00;15.000;40.000;TDB;0.02;;3.90;;;;;;;;;;;;;;25.000;25.000;20.61;0.883;-3.425;-16.248;;pks1,pksmb,htru_pks;000010041000;1992;;;
1518;J1717-3737;J1717-3737;17:17:15.9;-37:37:36;;;;51324.00;261.277;-14.510;;;349.491;0.182;259.31650000;-37.62666667;0.682419;5.29e-15;1.465376;-1.137e-14;;;51324.00;522.70;;;23.000;68.000;TDB;0.04;;0.69;;;;;;;;;;;;;;4.334;4.334;1.66;0.014;-0.790;4.239;;pksmb,htru_pks;000010040000;2003;;;
1519;J1717-3847;J1717-3847;17:17:18.4;-38:47:03;;;;51347.00;261.376;-15.664;;;348.551;-0.494;259.32666667;-38.78416667;1.149499;8.20e-16;0.869944;-6.206e-16;;;51347.00;707.00;;;287.000;;TDB;;;0.30;;;;;;;;;;;;;;5.012;5.012;-6.10;-0.043;-0.995;3.588;;pksmb,htru_pks;000010040000;2003;;;
1520;J1717-3953;J1717-3953;17:17:25.5;-39:53:55;;;;53313.00;261.489;-16.773;;;347.655;-1.157;259.35645833;-39.89861111;1.085521;3.30e-17;0.921217;-2.800e-17;;;53313.00;466.00;;-485.00;299.000;367.000;TDB;;;1.50;;;;;;;;;;;;;;6.537;6.537;-9.41;-0.132;-1.397;2.115;;pksmb,htru_pks;000010040000;2006;;;
1521;J1717-4043;J1717-4043;17:17:47.9;-40:43:50;;;;51388.00;261.630;-17.597;;;347.016;-1.695;259.44962500;-40.73055556;0.397857;1.22e-14;2.513463;-7.726e-14;;;51388.00;452.60;;-993.00;41.000;;TDB;;;0.54;;;;;;;;;;;;;;14.244;14.244;-13.39;-0.421;-3.199;-5.374;;pksmb,htru_pks;000010040000;2003;;;
1522;J1717-40435;J1717-40435;17:17:02.0;-40:43:31;;;;51399.00;261.478;-17.603;;;346.937;-1.574;259.25833333;-40.72527778;0.349929;1.75e-15;2.857727;-1.429e-14;;;51399.00;539.00;;;38.000;;TDB;;;0.41;;;;;;;;;;;;;;16.635;16.635;-14.80;-0.457;-3.759;-7.698;;pksmb,htru_pks;000010040000;2003;;;
1523;B1713-40;J1717-4054;17:17:52.3;-41:03:17.8;;;;57600.00;261.671;-17.920;;;346.759;-1.893;259.46816667;-41.05494444;0.887719;3.70e-15;1.126482;-4.699e-15;-1.700e-24;;57600.00;306.90;;-809.00;9.600;14.000;TCB;0.02;15.00;1.10;;;;;;;;;;;;;;7.283;7.283;-10.14;-0.241;-1.667;1.414;;pks1,pks70,pksmb,htru_pks;000010045000;1992;;;
1524;J1717+4308A;J1717+4308A;17:17:06.4;+43:08:03.4;-4.935;-0.625;0.112;58390.00;250.615;65.854;;;68.336;34.861;259.27706833;43.13430017;0.003160;6.11e-20;316.483687;-6.123e-15;;;58390.00;35.45;;;;;TDB;;;;;BTX;58353.5491;0.2009;0.3987;;;;;;0.1564;0.1827;MS[prl+20];8.500;25.000;20.26;4.859;6.482;5.925;GC:NGC6341(M92)[prl+20];fast_crafts;040000000000;2020;;;
1525;J1717-5800;J1717-5800;17:17:35.6;-58:00:05.4;;;;51650.00;263.181;-34.813;;;332.668;-11.475;259.39854167;-58.00150000;0.321793;1.96e-16;3.107584;-1.890e-15;;;51650.00;125.22;;39.00;12.000;30.000;TDB;;;0.50;;;;;;;;;;;;;;11.223;11.223;-24.91;-2.233;-5.050;-1.271;;pkssw,htru_pks;000010100000;2001;;;
1526;J1718-3714;J1718-3714;17:18:18.5;-37:14:16;;;;51799.00;261.460;-14.107;;;349.928;0.237;259.57745833;-37.23777778;1.289379;2.62e-14;0.775567;-1.577e-14;;;51799.00;833.00;;;96.000;;TDB;;;0.23;;;;;;;;;;;;;;5.326;5.326;3.44;0.022;-0.931;3.256;;pksmb,htru_pks;000010040000;2004;;;
1527;J1718-3718;J1718-3718;17:18:09.8;-37:18:51.5;;;;55250.00;261.436;-14.185;;;349.849;0.216;259.54095833;-37.31430556;3.378574;1.61e-12;0.295983;-1.414e-13;-9.860e-24;;55250.00;371.10;;-160.00;152.000;;TDB;;;0.40;;;;;;;;;;;;;;3.918;3.918;1.40;0.015;-0.691;4.643;XRS:Chandra[zkm+11];pksmb,htru_pks;000010040000;2004;HE[zkm+11];1;
1528;J1718-3825;J1718-3825;17:18:13.5;-38:25:18.0;;;;55374.00;261.534;-15.289;;;348.951;-0.432;259.55652083;-38.42168333;0.074675;1.32e-14;13.391417;-2.363e-12;2.069e-23;;55374.00;247.46;;113.00;1.800;12.000;TCB;;;1.70;;;;;;;;;;;;;;3.488;3.488;-1.86;-0.026;-0.668;5.077;GRS:4FGL_J1718.2-3825[aab+22],GRS:HESS_J;pksmb,htru_pks,FermiBlind;000014040000;2001;HE[waa+10];2;
1529;J1718-41;J1718-41;17:18:12;-41:07;;;;56657.00;261.740;-17.977;;;346.744;-1.979;259.55000000;-41.11666667;0.548419;;1.823423;;;;56657.00;354.00;;;28.400;69.100;TDB;;;0.07;;;;;;;;;;;;;;11.597;11.597;-12.23;-0.401;-2.658;-2.781;;htru_pks;000010000000;2015;;;
1530;J1718-4539;J1718-4539;17:18:11.9;-45:39:15.9;;;;53105.00;262.112;-22.501;;;343.022;-4.584;259.54958333;-45.65441667;0.590473;7.51e-15;1.693558;-2.153e-14;;;53105.00;254.00;;;8.100;36.000;TDB;;;0.08;;;;;;;;;;;;;;13.803;13.803;-20.30;-1.103;-4.018;-4.659;;pksmb;000000040000;2006;;;
1531;J1719-1438;J1719-1438;17:19:10.0;-14:38:00.9;1.900;-11.000;;55235.50;260.017;8.453;;;8.858;12.838;259.79197054;-14.63359500;0.005790;8.04e-21;172.707045;-2.399e-16;;;55235.50;36.78;;17.27;0.300;1.000;TDB;;;0.43;;ELL1;;0.0907;0.0018;299.74;8.062e-04;55235.5165;-7.000e-04;4.000e-04;0.0011;0.0013;UL[bbb+11a];0.336;0.336;8.17;0.075;0.050;8.176;;htru_pks;000010000000;2011;;;
1532;J1719-2330;J1719-2330;17:19:36.1;-23:30:14;;;;56614.00;260.746;-0.388;;;1.402;7.846;259.90041667;-23.50388889;0.453993;2.19e-15;2.202679;-1.061e-14;;;56614.00;101.00;;;8.900;18.000;TCB;;;0.16;;;;;;;;;;;;;;4.274;4.274;13.79;0.583;0.104;4.267;;htru_pks;000010000000;2012;;;
1533;J1719-3458;J1719-3458;17:19:12.1;-34:58:22.4;;;;57637.00;261.474;-11.835;;;351.885;1.391;259.80058750;-34.97288889;0.493775;1.49e-17;2.025215;-6.111e-17;;;57637.00;530.00;;;21.000;25.900;TCB;;;0.20;;;;;;;;;;;;;;16.425;16.425;12.87;0.399;-2.318;-7.756;;htru_pks;000010000000;2020;;;
1534;B1715-40;J1719-4006;17:19:01.7;-40:06:59.5;;;;48378.60;261.826;-16.967;;;347.653;-1.533;259.75717500;-40.11652778;0.189094;1.67e-15;5.288361;-4.664e-14;;;48378.60;386.12;;-204.00;6.100;14.000;TDB;0.01;;1.40;;;;;;;;;;;;;;9.783;9.783;-10.33;-0.262;-2.091;-1.053;;pks1,pksmb,htru_pks;000010041000;1992;;;
1535;J1719-4302;J1719-4302;17:19:48.7;-43:02:11.4;;;;51498.00;262.208;-19.869;;;345.341;-3.325;259.95320833;-43.03650000;0.235475;3.92e-16;4.246732;-7.071e-15;;;51498.00;297.70;;-551.20;4.600;8.300;TDB;;;0.37;;;;;;;;;;;;;;13.437;13.437;-17.27;-0.779;-3.395;-4.478;;pksmb,htru_pks;000010040000;2003;;;
1536;J1720+00;J1720+00;17:20:55;+00:40;;;;57022.00;259.316;23.744;;;22.791;20.349;260.22916667;0.66666667;3.357000;;0.297885;;;;57022.00;46.20;;;7.200;;TDB;;;;;;;;;;;;;;;;;2.555;2.555;16.07;0.888;0.928;6.291;;ar327;001000000000;2016;RRAT[dsm+16];;
1537;B1718-02;J1720-0212;17:20:57.2;-02:12:23.9;-1.000;-26.000;;49429.00;259.553;20.879;;;20.134;18.936;260.23862083;-2.20663889;0.477715;8.28e-17;2.093297;-3.628e-16;1.800e-28;;49429.00;66.98;;6.00;50.000;82.000;TDB;;22.00;1.00;;;;;;;;;;;;;;2.357;2.357;21.74;0.765;0.767;6.407;;mol2,gb2,pks70,pkssw,lotaas;020000104050;1978;;;
1538;B1717-16;J1720-1633;17:20:25.2;-16:33:33.7;;;;49686.00;260.456;6.553;;;7.374;11.537;260.10502647;-16.55936755;1.565601;5.80e-15;0.638732;-2.365e-15;7.300e-27;;49686.00;44.83;;-12.00;12.000;46.000;TDB;;13.00;1.10;;;;;;;;;;;;;;0.988;0.988;8.97;0.198;0.124;7.540;;gb3,pks70,pkssw,htru_pks;000010104200;1985;;1;
1539;J1720+2150;J1720+2150;17:20:01.3;+21:50:12.8;;;;51796.00;256.872;44.822;;;43.957;29.371;260.00541667;21.83688889;1.615664;7.40e-16;0.618941;-2.835e-16;;;51796.00;40.72;;52.94;55.000;70.000;TDB;;2.40;;;;;;;;;;;;;;;5.583;5.583;19.97;2.738;3.377;4.998;;ar4;000000020000;1995;;;
1540;J1720-2446;J1720-2446;17:20:22.4;-24:46:27;;;;55326.00;261.010;-1.644;;;0.443;6.986;260.09358333;-24.77416667;0.874265;5.93e-16;1.143819;-7.758e-16;;;55326.00;104.30;;;31.000;56.000;TDB;;;;;;;;;;;;;;;;;3.877;3.877;12.69;0.472;0.030;4.652;;htru_pks,gbncc;002010000000;2012;;;
1541;B1717-29;J1720-2933;17:20:34.1;-29:33:16.2;;;;49863.00;261.381;-6.410;;;356.505;4.248;260.14215622;-29.55451054;0.620448;7.46e-16;1.611738;-1.938e-15;-1.510e-26;;49863.00;42.64;;10.00;18.000;34.000;TDB;;32.00;1.69;;;;;;;;;;;;;;1.095;1.095;3.16;0.081;-0.067;7.410;;jb1,mol2,pks70,pksmb,htru_pks;000010044012;1972;;;
1542;J1720-36;J1720-36;17:20:54;-36:53;;;;56657.00;261.965;-13.716;;;350.515;0.016;260.22500000;-36.88333333;0.092132;;10.853978;;;;56657.00;341.00;;;8.410;10.800;TDB;;;0.08;;;;;;;;;;;;;;3.783;3.783;0.10;0.001;-0.623;4.769;;htru_pks;000010000000;2015;;;
1543;J1720-3659;J1720-3659;17:20:01.9;-36:59:06.5;;;;51111.00;261.794;-13.830;;;350.332;0.100;260.00823333;-36.98513889;0.351125;3.27e-17;2.847992;-2.650e-16;;;51111.00;378.97;;-99.00;6.900;21.000;TDB;0.01;;0.74;;;;;;;;;;;;;;3.909;3.909;0.66;0.007;-0.656;4.647;;pksmb,htru_pks;000010040000;2001;;;
1544;B1718-19;J1721-1936;17:21:01.4;-19:36:51;-2.903;-7.116;0.141;50434.00;260.809;3.515;;;4.857;9.738;260.25616830;-19.61404579;1.004037;1.62e-15;0.995979;-1.611e-15;2.900e-25;;50434.00;75.70;;;20.600;46.900;TDB;;0.50;0.30;;ELL1;;0.2583;0.3533;231.34;6.403e-03;48455.0237;-5.000e-03;-4.000e-03;0.1151;0.1340;;8.010;3.071;12.80;1.355;0.668;0.634;GC:NGC6342,GRS:4FGL_J1720.8-1937[aab+22];misc,pkssw;000000500000;1993;HE[aab+22];;
1545;J1721-1939;J1721-1939;17:21:46.6;-19:39:49;;;;51500.00;260.990;3.477;;;4.914;9.563;260.44420833;-19.66361111;0.404040;1.28e-16;2.475004;-7.859e-16;;;51500.00;103.00;;;;;TDB;;;;;;;;;;;;;;;;;5.621;5.621;17.11;0.934;0.475;2.977;;pkssw,htru_pks;000010100000;2001;;;
1546;J1721-2457;J1721-2457;17:21:05.4;-24:57:06.1;2.500;-1.900;0.100;55000.00;261.184;-1.810;;;0.387;6.751;260.27290792;-24.95171389;0.003497;5.54e-21;285.989344;-4.533e-16;;;53400.00;48.23;;-37.70;0.580;0.920;TDB;;;0.58;;;;;;;;;;;;;;1.393;1.393;5.67;0.164;0.009;7.117;;pkssw,htru_pks,gbncc;002010100000;2001;;;
1547;B1718-35;J1721-3532;17:21:32.7;-35:32:49.6;;;;51374.00;262.004;-12.374;;;351.687;0.670;260.38657833;-35.54711412;0.280424;2.52e-14;3.566030;-3.203e-13;6.900e-25;;51374.00;496.82;;167.00;29.800;69.000;TDB;0.11;;16.80;;;;;;;;;;;;;;4.600;4.709;5.81;0.054;-0.665;3.949;;pks1,pksmb,htru_pks;000010041000;1992;;1;
1548;B1718-32;J1722-3207;17:22:02.9;-32:07:45.3;-1.000;-40.000;;57600.00;261.876;-8.957;;;354.561;2.525;260.51232917;-32.12925000;0.477158;6.45e-16;2.095742;-2.834e-15;8.900e-29;;57600.00;126.06;;70.40;9.800;20.000;TCB;0.00;61.00;5.40;;;;;;;;;;;;;;2.928;2.928;5.55;0.129;-0.277;5.588;;jb1,mol2,pks1,pks70,pksmb,htru_pks,;002010045012;1972;;;
1549;J1722+35;J1722+35;17:22:06;+35:18;;;;;255.206;58.254;;;59.218;32.651;260.52500000;35.30000000;0.821600;;1.217137;;;;;23.83;;33.11;21.000;51.000;TDB;;;;;;;;;;;;;;;;;2.196;2.196;12.86;1.185;1.588;7.554;;misc,lotaas,gbncc;022000400000;2016;;;
1550;B1718-36;J1722-3632;17:22:09.8;-36:32:53.3;;;;48378.60;262.201;-13.365;;;350.934;-0.001;260.54090417;-36.54813889;0.399183;4.46e-15;2.505114;-2.802e-14;;;48378.60;416.20;;-332.00;24.000;39.000;TDB;0.01;;2.90;;;;;;;;;;;;;;3.992;3.992;-0.01;-0.000;-0.629;4.558;;pks1,pksmb,htru_pks;000010041000;1992;;1;
1551;B1719-37;J1722-3712;17:22:59.2;-37:12:04.5;;;;55362.00;262.415;-14.005;;;350.490;-0.507;260.74670833;-37.20125000;0.236180;1.09e-14;4.234063;-1.947e-13;;;55362.00;99.49;;104.00;3.900;9.700;TCB;;25.00;3.80;;;;;;;;;;;;;;2.477;2.477;-0.88;-0.022;-0.409;6.057;;mol2,pks1,pks70,pksmb,htru_pks,gbnc;002010045010;1978;;;
1552;J1722-4400;J1722-4400;17:22:46.5;-44:00:33.2;;;;53058.00;262.853;-20.801;;;344.843;-4.319;260.69382083;-44.00922222;0.218554;3.74e-16;4.575526;-7.826e-15;;;53058.00;219.30;;-302.80;2.600;7.000;TDB;;;0.22;;;;;;;;;;;;;;9.068;9.068;-16.51;-0.683;-2.364;-0.228;;pksmb;000000040000;2006;;;
1553;J1723-2837;J1723-2837;17:23:23.1;-28:37:57.1;-11.713;-23.990;1.077;55667.00;261.937;-5.449;;;357.616;4.260;260.84660667;-28.63254722;0.001856;7.54e-21;538.870683;-2.190e-15;;;55667.00;19.69;;;0.200;;TDB;;;1.10;0.20;ELL1;;0.6154;1.2258;;;55425.3205;;;0.2359;0.2771;MS[cls+13];0.928;0.720;1.46;0.069;-0.039;7.575;OPT:2MASS_J17232318-2837571[cls+13];pksmb;000000040000;2004;;;
1554;J1723-2852;J1723-2852;17:23:58.2;-28:52:51;;;;54948.60;262.081;-5.689;;;357.482;4.015;260.99250000;-28.88083333;0.625034;9.00e-16;1.599913;-2.304e-15;;;54948.60;172.00;;;50.000;;TDB;;;0.13;;;;;;;;;;;;;;4.768;4.768;12.04;0.334;-0.209;3.748;;pksmb;000000040000;2013;;;
