#;NAME;PSRJ;RAJ;DECJ;PMRA;PMDEC;PX;POSEPOCH;ELONG;ELAT;PMELONG;PMELAT;Gl;Gb;RAJD;DECJD;P0;P1;F0;F1;F2;F3;PEPOCH;DM;DM1;RM;W50;W10;UNITS;TAU_SC;S400;S1400;S2000;BINARY;T0;PB;A1;OM;ECC;TASC;EPS1;EPS2;Minimum;Median;BINCOMP;DIST;DIST_DM;DMsin(b);ZZ;XX;YY;ASSOC;SURVEY;OSURVEY;DISC.;PSR;NGLT;
1555;J1723-3659;J1723-3659;17:23:07.5;-36:59:14.2;;;;55384.00;262.429;-13.790;;;350.682;-0.409;260.78158333;-36.98727778;0.202725;8.03e-15;4.932793;-1.954e-13;;;55384.00;254.40;;-219.00;7.900;17.000;TDB;0.00;;2.10;;;;;;;;;;;;;;3.497;3.497;-1.82;-0.025;-0.566;5.049;;pksmb,htru_pks;000010040000;2001;;;
1556;J1723-38;J1723-38;17:23;-38:20;;;;56657.00;262.495;-15.135;;;349.557;-1.149;260.75000000;-38.33333333;0.765796;;1.305831;;;;56657.00;472.00;;;13.700;35.000;TDB;;;0.08;;;;;;;;;;;;;;6.842;6.842;-9.47;-0.137;-1.240;1.773;;htru_pks;000010000000;2015;;;
1557;J1724-3149;J1724-3149;17:24:44.8;-31:49:04;;;;51995.00;262.434;-8.610;;;355.142;2.228;261.18695833;-31.81777778;0.948237;7.25e-15;1.054589;-8.060e-15;;;51995.00;400.80;;25.00;37.000;;TDB;0.04;;0.36;;;;;;;;;;;;;;17.898;17.898;15.58;0.696;-1.515;-9.320;;pksmb,htru_pks;000010040000;2004;;;
1558;J1724-35;J1724-35;17:24:43;-35:49;;;;54776.00;262.680;-12.601;;;351.829;-0.013;261.17916667;-35.81666667;1.421990;;0.703240;;;;54776.00;554.90;;;5.900;;TDB;;;;;;;;;;;;;;;;;4.330;4.330;-0.13;-0.001;-0.615;4.214;;pksmb;000000040000;2009;RRAT;;
1559;J1724-3505;J1724-3505;17:24:47.8;-35:05:36;;;;51074.00;262.651;-11.878;;;352.437;0.380;261.19954167;-35.09333333;1.221708;2.11e-14;0.818526;-1.414e-14;;;51074.00;875.00;;;24.000;;TDB;;;0.24;;;;;;;;;;;;;;6.775;6.775;5.80;0.045;-0.892;1.784;;pksmb,htru_pks;000010040000;2001;;;
1560;J1724-4500;J1724-4500;17:24:25.8;-45:00:15;;;;53255.00;263.241;-21.773;;;344.182;-5.121;261.10750000;-45.00416667;1.309109;3.51e-15;0.763878;-2.050e-15;;;53255.00;182.00;;;28.000;38.000;TDB;;;0.05;;;;;;;;;;;;;;7.366;7.366;-16.24;-0.657;-2.000;1.441;;pksmb;000000040000;2006;;;
1561;J1725-0732;J1725-0732;17:25:12.2;-07:32:59.2;;;;52820.58;261.044;15.619;;;15.866;15.324;261.30117083;-7.54977778;0.239919;4.30e-16;4.168065;-7.463e-15;;;52820.58;58.72;;;8.700;20.000;TDB;;;0.11;;;;;;;;;;;;;;0.203;0.203;15.52;0.054;0.054;8.312;;misc,gbncc;002000400000;2006;;;
1562;J1725-2852;J1725-2852;17:25:09.9;-28:52:22;;;;52197.00;262.343;-5.665;;;357.636;3.803;261.29125000;-28.87277778;1.257788;1.99e-15;0.795047;-1.260e-15;;;52197.00;161.00;;;37.000;79.000;TDB;;;0.25;;;;;;;;;;;;;;4.251;4.251;10.68;0.282;-0.175;4.262;;pksmb;000000040000;2006;;;
1563;J1725-3546;J1725-3546;17:25:42.2;-35:46:16;;;;51074.00;262.881;-12.543;;;351.979;-0.153;261.42583333;-35.77111111;1.032471;1.50e-14;0.968550;-1.407e-14;;;51074.00;738.30;;;35.000;97.000;TDB;0.05;;0.61;;;;;;;;;;;;;;4.784;4.784;-1.97;-0.013;-0.668;3.763;;pksmb,htru_pks;000010040000;2001;;;
1564;J1725-3848;J1725-3848;17:25:00.1;-38:48:36;;;;51399.00;262.931;-15.585;;;349.384;-1.741;261.25041667;-38.81000000;2.062386;2.30e-14;0.484875;-5.407e-15;;;51399.00;230.00;;;32.000;;TDB;;;0.14;;;;;;;;;;;;;;4.141;4.141;-6.99;-0.126;-0.763;4.432;;pksmb;000000040000;2003;;;
1565;J1725-3853;J1725-3853;17:25:27.2;-38:53:04.2;;;;55846.00;263.028;-15.654;;;349.372;-1.856;261.36362500;-38.88450000;0.004792;5.00e-20;208.688856;-2.178e-15;;;55846.00;158.20;;;0.865;;TDB;;;;;;;;;;;;;;;;;3.142;3.142;-5.12;-0.102;-0.579;5.414;;pksmb;000000040000;2012;;;
1566;J1725-4043;J1725-4043;17:25:41.4;-40:43:11;;;;51728.00;263.194;-17.483;;;347.874;-2.920;261.42258333;-40.71972222;1.465071;2.79e-15;0.682561;-1.300e-15;;;51728.00;203.00;;;50.000;99.000;TDB;;;0.34;;;;;;;;;;;;;;4.465;4.465;-10.34;-0.227;-0.937;4.140;;pksmb,htru_pks;000010040000;2003;;;
1567;J1726-00;J1726-00;17:26:23;-00:15;;;;56359.00;260.869;22.923;;;22.638;18.710;261.59583333;-0.25000000;1.308600;;0.764175;;;;56359.00;57.00;;;;;TDB;;;;;;;;;;;;;;;;;3.049;3.049;18.28;0.978;1.112;5.835;;ar327;001000000000;2013;;;
1568;J1726-31;J1726-31;17:26:36;-31:57;;;;51026.40;262.839;-8.718;;;355.252;1.828;261.65000000;-31.95000000;0.123470;;8.099122;;;;51026.40;264.40;;;;;TDB;;;0.40;;;;;;;;;;;;;;5.125;5.125;8.44;0.164;-0.424;3.395;;pksmb;000000040000;2013;;;
1569;J1726-3530;J1726-3530;17:26:07.5;-35:29:58;;;;51522.00;262.952;-12.267;;;352.252;-0.072;261.53129167;-35.49944444;1.110132;1.22e-12;0.900793;-9.873e-13;;;51522.00;718.00;;;37.000;;TDB;;;0.39;;;;;;;;;;;;;;4.722;4.722;-0.90;-0.006;-0.637;3.821;SNR:G352.2-0.1(?)[mbc+02];pksmb,htru_pks;000010040000;2001;;;
1570;J1726-3635;J1726-3635;17:26:49.6;-36:35:45.6;;;;51111.00;263.164;-13.353;;;351.422;-0.802;261.70670833;-36.59600000;0.287432;1.44e-15;3.479089;-1.743e-14;;;51111.00;539.20;;;7.000;66.000;TDB;;;0.29;;;;;;;;;;;;;;4.847;4.847;-7.55;-0.068;-0.723;3.708;;pksmb,htru_pks;000010040000;2001;;;
1571;J1726-4006;J1726-4006;17:26:33.3;-40:06:02;;;;52475.00;263.326;-16.855;;;348.481;-2.711;261.63904167;-40.10055556;0.882778;3.33e-15;1.132787;-4.270e-15;;;52475.00;277.00;;284.00;20.000;;TDB;;;0.21;;;;;;;;;;;;;;9.401;9.401;-13.10;-0.445;-1.875;-0.701;;pksmb,htru_pks;000010040000;2004;;;
1572;J1726-52;J1726-52;17:26;-52:00;;;;;264.043;-28.736;;;338.441;-9.193;261.50000000;-52.00000000;0.631800;;1.582779;;;;;119.70;;;;;TDB;;;;;;;;;;;;;;;;;6.724;6.724;-19.12;-1.074;-2.439;2.327;;ghrss;004000000000;2019;;;
1573;J1727-1609;J1727-1609;17:28:03;-16:11:10;;;;;262.272;7.039;;;8.701;10.199;262.01250000;-16.18611111;0.002450;;408.163265;;;;;;;;;;TDB;;;;;;;;;;;;;;;;;;;;0.000;0.000;8.500;GRS:4FGL_J1728.1-1610[aab+22];FermiAssoc;000020000000;2022;NRAD[aab+22];;
1574;J1727-2739;J1727-2739;17:27:30.9;-27:38:53;;;;57600.00;262.790;-4.412;;;358.945;4.053;261.87908333;-27.64805556;1.293100;1.07e-15;0.773335;-6.399e-16;3.000e-24;;57600.00;146.00;;-8.00;90.000;112.000;TDB;;;1.70;;;;;;;;;;;;;;3.959;3.959;10.32;0.280;-0.073;4.552;;pksmb,htru_pks,gbncc;002010040000;2004;;;
1575;J1727-29;J1727-29;17:27:19;-29:59;;;;;262.879;-6.746;;;356.973;2.795;261.82916667;-29.98333333;;;;;;;;93.00;;;7.200;;TDB;;;;;;;;;;;;;;;;;2.613;2.613;4.53;0.127;-0.138;5.894;;pksmb;000000040000;2010;RRAT;;
1576;J1727-2946;J1727-2946;17:27:15.0;-29:46:36.7;0.600;0.000;;54723.00;262.853;-6.540;;;357.137;2.921;261.81289554;-29.77688806;0.027083;2.46e-19;36.923282;-3.358e-16;;;54723.00;60.73;;-90.30;1.800;;TDB;;;0.27;;BT;54711.4717;40.3077;56.5325;320.40;4.563e-02;;;;0.8272;1.0070;CO[lem+15];1.881;1.881;3.10;0.096;-0.094;6.624;;pksmb,htru_pks;000010040000;2004;;;
1577;J1727-2951;J1727-2951;17:27:00.4;-29:51:40.8;;;;57958.00;262.805;-6.628;;;357.037;2.919;261.75167500;-29.86133333;0.028405;3.10e-19;35.205127;-3.842e-16;;;57958.00;215.10;;;11.400;18.900;TCB;;;0.51;;ELL1;;0.3952;0.0578;;;57845.1434;;;0.0135;0.0156;UL[ccb+20];5.415;5.415;10.95;0.276;-0.280;3.099;;htru_pks;000010000000;2020;;;
1578;B1726-00;J1728-0007;17:28:34.8;-00:07:45.0;;;;50089.00;261.457;23.077;;;23.029;18.287;262.14507986;-0.12916820;0.386004;1.12e-15;2.590649;-7.535e-15;-1.190e-26;;50089.00;41.09;;20.00;20.000;31.000;TDB;;11.00;0.66;;;;;;;;;;;;;;1.459;1.459;12.89;0.458;0.542;7.225;;gb3,pkssw,lotaas,gbncc;022000100200;1985;;;
1579;J1728-3733;J1728-3733;17:28:46.2;-37:33:08;;;;51112.00;263.619;-14.286;;;350.842;-1.656;262.19270833;-37.55222222;0.615538;7.20e-17;1.624594;-1.900e-16;;;51112.00;281.50;;;8.100;18.000;TDB;;;0.19;;;;;;;;;;;;;;4.557;4.557;-8.13;-0.132;-0.725;4.003;;pksmb,htru_pks;000010040000;2001;;;
1580;J1728-4028;J1728-4028;17:28:27.6;-40:28:10;;;;52077.00;263.728;-17.202;;;348.375;-3.218;262.11533333;-40.46944444;0.866343;2.33e-16;1.154278;-3.100e-16;;;52077.00;231.00;;175.00;102.000;120.000;TDB;;;1.20;;;;;;;;;;;;;;6.904;6.904;-12.97;-0.388;-1.389;1.748;;pksmb,htru_pks;000010040000;2006;;;
1581;J1729-2117;J1729-2117;17:29:10.8;-21:17:28;;;;55505.00;262.820;1.956;;;4.496;7.222;262.29503333;-21.29111111;0.066293;1.72e-19;15.084572;-3.914e-17;;;55505.00;34.22;;;1.300;2.700;TDB;;;0.20;;;;;;;;;;;;;;0.969;0.969;4.30;0.122;0.075;7.542;;htru_pks,gbncc;002010000000;2015;;;
1582;J1730-2304;J1730-2304;17:30:21.6;-23:04:31.1;20.100;-4.700;2.000;55636.00;263.186;0.189;;;3.137;6.023;262.59029571;-23.07532084;0.008123;2.02e-20;123.110287;-3.059e-16;;;55636.00;9.63;;-3.72;0.965;1.740;TCB;;43.00;4.00;;;;;;;;;;;;;;0.620;0.512;1.01;0.065;0.034;7.884;GRS:4FGL_J1730.8-2303[aab+22],XRS:[pb15];pks70,pkssw,pksmb,htru_pks,FermiBli;000014144000;1995;HE[lsg+15];;
1583;J1730-2900;J1730-2900;17:30:08.2;-29:00:46;;;;53128.00;263.443;-5.743;;;358.123;2.819;262.53450000;-29.01277778;1.538427;8.85e-15;0.650015;-3.740e-15;;;53128.00;289.00;;;23.000;44.000;TDB;;;0.13;;;;;;;;;;;;;;12.054;12.054;14.21;0.593;-0.394;-3.533;;pksmb,htru_pks;000010040000;2006;;;
1584;B1727-33;J1730-3350;17:30:32.5;-33:50:39.4;;;;50198.00;263.783;-10.564;;;354.133;0.090;262.63566257;-33.84428622;0.139506;8.41e-14;7.168170;-4.321e-12;1.321e-22;;56415.00;261.29;;-142.00;8.200;31.000;TCB;0.02;9.20;4.30;;;;;;;;;;;;;;3.488;3.488;0.41;0.005;-0.357;5.030;GRS:4FGL_J1730.5-3352[aab+22];pks1,pksmb,htru_pks,FermiAssoc;000030041000;1992;HE[jlm+92,aab+22];3;
1585;J1730-3353;J1730-3353;17:30:55.5;-33:53:38;;;;51672.00;263.867;-10.609;;;354.135;-0.004;262.73158333;-33.89388889;3.270242;2.20e-14;0.305788;-2.053e-15;;;51672.00;256.00;;-125.00;54.000;;TDB;;;0.38;;;;;;;;;;;;;;3.460;3.460;-0.02;-0.000;-0.354;5.058;;pksmb,htru_pks;000010040000;2004;;;
1586;J1730-34;J1730-34;17:30:06;-34:48;;;;56657.00;263.741;-11.523;;;353.285;-0.360;262.52500000;-34.80000000;0.099830;;10.017073;;;;56657.00;628.00;;;25.900;51.700;TDB;;;0.03;;;;;;;;;;;;;;4.566;4.566;-3.94;-0.029;-0.534;3.965;;htru_pks;000010000000;2015;;;
1587;J1731-1847;J1731-1847;17:31:17.6;-18:47:32.6;-1.700;-6.000;;55215.10;263.187;4.477;;;6.890;8.151;262.82337426;-18.79240722;0.002345;2.54e-20;426.519344;-4.622e-15;;;55215.10;106.47;;21.50;0.130;0.180;TDB;;;0.38;;BTX;55132.4363;0.3111;0.1202;144.00;2.900e-05;;;;0.0333;0.0385;UL[bbb+11];4.782;4.782;15.09;0.678;0.568;3.800;GRS:4FGL_J1731.7-1850[aab+22],XRS:[pb15];htru_pks;000010000000;2010;HE[aab+22];;
1588;J1731-3123;J1731-3123;17:31:00.5;-31:23:43;;;;51702.00;263.755;-8.113;;;356.233;1.354;262.75220833;-31.39527778;0.753048;1.68e-15;1.327937;-2.960e-15;;;51702.00;354.50;;;22.000;;TDB;0.02;;0.29;;;;;;;;;;;;;;7.285;7.285;8.38;0.172;-0.478;1.233;;pksmb,htru_pks;000010040000;2004;;;
1589;J1731-33;J1731-33;17:31:48;-33:48;;;;;264.046;-10.506;;;354.313;-0.104;262.95000000;-33.80000000;0.606900;;1.647717;;;;;571.00;;;48.400;88.700;TCB;;;;;;;;;;;;;;;;;4.341;4.341;-1.04;-0.008;-0.430;4.180;;htru_pks;000010000000;2020;;;
1590;J1731-3322;J1731-3322;17:31:14.3;-33:22:45;;;;56716.00;263.906;-10.092;;;354.601;0.225;262.80962500;-33.37916667;0.544671;2.81e-14;1.835972;-9.470e-14;;;56716.00;877.40;;;33.500;71.400;TDB;;;0.10;;;;;;;;;;;;;;5.552;5.552;3.44;0.022;-0.522;2.973;;htru_pks;000010000000;2015;;;
1591;B1727-47;J1731-4744;17:31:42.1;-47:44:36.2;73.000;-132.000;;53000.00;264.781;-24.432;;;342.565;-7.669;262.92566667;-47.74340556;0.829829;1.64e-13;1.205068;-2.376e-13;5.600e-24;;50939.00;123.06;;-443.00;18.000;24.000;TDB;0.00;190.00;27.00;;;;;;;;;;;;;;0.700;5.540;-16.42;-0.093;-0.208;7.838;GRS:4FGL_J1731.7-4744[aab+22],SNR:G343.0;mol1,mol2,pks70,pkssw,htru_pks,Ferm;000030104011;1968;HE[sbc+19];8;
1592;J1732-1930;J1732-1930;17:32:20.0;-19:30:09;;;;51197.00;263.468;3.780;;;6.417;7.563;263.08344038;-19.50238231;0.483770;1.82e-16;2.067098;-7.768e-16;5.800e-27;;51197.00;72.43;;;16.000;23.000;TDB;;11.00;0.30;;;;;;;;;;;;;;2.634;2.634;9.53;0.347;0.292;5.905;;pks70,htru_pks;000010004000;1998;;;
1593;J1732-3131;J1732-3131;17:32:33.5;-31:31:23;;;;54933.00;264.095;-8.224;;;356.307;1.007;263.13975000;-31.52305556;0.196543;2.80e-14;5.087941;-7.261e-13;;;54933.00;15.44;;;;;TDB;;;;;;;;;;;;;;;;;0.640;0.640;0.27;0.011;-0.041;7.861;GRS:4FGL_J1732.5-3131[aab+22];FermiBlind;000004000000;2009;HE;;
1594;J1732-3426;J1732-3426;17:32:07.1;-34:26:05;;;;52359.00;264.145;-11.137;;;353.818;-0.507;263.02991667;-34.43472222;0.332887;4.02e-16;3.004025;-3.630e-15;;;52359.00;513.50;;;14.000;33.000;TDB;;;0.24;;;;;;;;;;;;;;4.333;4.333;-4.54;-0.038;-0.467;4.192;;pksmb,htru_pks;000010040000;2006;;;
1595;J1732-35;J1732-35;17:32:30;-35:05;;;;56657.00;264.257;-11.781;;;353.318;-0.926;263.12500000;-35.08333333;0.126690;;7.893283;;;;56657.00;340.00;;;6.600;14.100;TDB;;;0.13;;;;;;;;;;;;;;4.042;4.042;-5.50;-0.065;-0.470;4.486;;htru_pks;000010000000;2015;;;
1596;J1732-3729;J1732-3729;17:32:20.8;-37:29:05;;;;51724.00;264.346;-14.181;;;351.288;-2.211;263.08670833;-37.48472222;2.184001;1.30e-15;0.457875;-2.725e-16;;;51724.00;317.00;;;40.000;73.000;TDB;;;0.31;;;;;;;;;;;;;;10.938;10.938;-12.23;-0.422;-1.656;-2.304;;pksmb,htru_pks;000010040000;2003;;;
1597;B1729-41;J1732-4128;17:32:50.0;-41:28:48;;;;43565.05;264.650;-18.167;;;347.980;-4.462;263.20833333;-41.48000000;0.627981;1.28e-14;1.592406;-3.255e-14;;;43565.05;195.30;;-198.00;13.400;24.000;TDB;0.00;9.00;1.10;;;;;;;;;;;;;;7.235;7.235;-15.19;-0.563;-1.502;1.445;;mol2,pksmb,htru_pks;000010040010;1978;;;
1598;J1732-4156;J1732-4156;17:32:48.8;-41:56:29.6;;;;51911.00;264.670;-18.628;;;347.589;-4.709;263.20358333;-41.94155556;0.323434;6.61e-16;3.091820;-6.320e-15;;;51911.00;228.70;;-78.00;21.000;;TDB;;;0.22;;;;;;;;;;;;;;11.528;11.528;-18.77;-0.946;-2.469;-2.721;;pksmb;000000040000;2004;;;
1599;J1732-5049;J1732-5049;17:32:47.7;-50:49:00.1;-0.505;-9.867;;54404.00;265.162;-27.492;0.020;-9.880;340.029;-9.454;263.19902793;-50.81672087;0.005313;1.42e-20;188.233512;-5.028e-16;;;54404.00;56.82;0.001;-8.20;0.292;1.760;TCB;;;2.11;;T2;;5.2630;3.9829;166.34;8.428e-06;51396.3661;1.990e-06;-8.190e-06;0.1789;0.2093;He[eb01b];1.873;1.873;-9.33;-0.308;-0.631;6.764;GRS:4FGL_J1732.7-5050[aab+22];pkssw,htru_pks,FermiBlind;000014100000;2001;HE;;
1600;J1733-01;J1733-01;17:33;-01;;;;;262.704;22.269;;;22.787;16.899;263.25000000;-1.00000000;0.302000;;3.311258;;;;;61.98;;;10.000;16.000;TDB;;;;;;;;;;;;;;;;;2.759;2.759;18.02;0.802;1.022;6.066;;gbncc;002000000000;2020;;;
1601;B1730-22;J1733-2228;17:33:26.4;-22:28:37;;;;48712.00;263.866;0.821;;;4.029;5.749;263.36015701;-22.47700890;0.871683;4.27e-17;1.147206;-5.620e-17;-2.200e-28;;48712.00;41.14;;-12.00;61.300;84.300;TDB;;25.00;4.21;;;;;;;;;;;;;;1.105;1.105;4.12;0.111;0.077;7.403;;jb1,mol2,pks70,pkssw,pksmb,htru_pks;000010144012;1973;;;
1602;J1733-2533;J1733-2533;17:33:25.8;-25:33:11;;;;53070.00;264.005;-2.252;;;1.428;4.092;263.35775000;-25.55305556;0.659794;2.10e-15;1.515624;-4.823e-15;;;53070.00;242.00;;;35.000;57.000;TDB;;;0.10;;;;;;;;;;;;;;12.040;12.040;17.27;0.859;0.299;-3.506;;pksmb;000000040000;2006;;;
1603;J1733-2837;J1733-2837;17:33:33.9;-28:37:33;;;;53128.00;264.177;-5.320;;;358.857;2.402;263.39125000;-28.62583333;0.768185;1.11e-15;1.301771;-1.877e-15;;;53128.00;225.00;;;12.000;20.000;TDB;;;0.07;;;;;;;;;;;;;;4.740;4.740;9.43;0.199;-0.094;3.765;;pksmb;000000040000;2006;;;
1604;J1733-3030;J1733-3030;17:33:58.8;-30:30:49;;;;51914.00;264.355;-7.202;;;357.320;1.301;263.49537500;-30.51361111;0.362052;1.65e-15;2.762034;-1.258e-14;;;51914.00;636.00;;;16.000;;TDB;;;0.20;;;;;;;;;;;;;;20.614;20.614;14.44;0.468;-0.963;-12.086;;pksmb,htru_pks;000010040000;2004;;;
1605;J1733-3322;J1733-3322;17:33:55.2;-33:22:03;;;;51250.00;264.473;-10.053;;;354.917;-0.238;263.48004167;-33.36750000;1.245915;4.10e-15;0.802623;-2.643e-15;;;51250.00;524.00;;-24.00;34.300;;TDB;;;0.80;;;;;;;;;;;;;;4.237;4.237;-2.18;-0.018;-0.375;4.280;;pksmb,htru_pks;000010040000;2002;;;
1606;B1730-37;J1733-3716;17:33:26.7;-37:16:55.2;-3.000;40.000;;55359.00;264.561;-13.968;;;351.577;-2.284;263.36151000;-37.28200833;0.337595;1.50e-14;2.962129;-1.320e-13;;;55438.00;153.18;;-335.00;4.300;57.000;TCB;;;3.60;;;;;;;;;;;;;;3.150;3.150;-6.10;-0.126;-0.461;5.386;;pks1,pksmb,htru_pks;000010041000;1992;;;
1607;J1733-4005;J1733-4005;17:33:58.6;-40:05:39.7;;;;52385.00;264.806;-16.772;;;349.266;-3.895;263.49433333;-40.09436111;0.561778;3.62e-15;1.780062;-1.148e-14;;;52385.00;317.80;;-225.30;7.100;17.000;TDB;;;0.49;;;;;;;;;;;;;;19.225;19.225;-21.59;-1.306;-3.572;-10.345;;pksmb,htru_pks;000010040000;2004;;;
1608;J1733-5515;J1733-5515;17:33:00.4;-55:15:40;;;;55194.00;265.475;-31.928;;;336.188;-11.801;263.25166667;-55.26111111;1.011234;4.00e-16;0.988891;-3.912e-16;;;55194.00;83.90;;;45.500;69.000;TDB;;;0.30;;;;;;;;;;;;;;4.217;4.217;-17.16;-0.862;-1.667;4.724;;htru_pks;000010000000;2012;;;
1609;B1732-02;J1734-0212;17:34:45.6;-02:12:39.1;;;;49699.00;263.241;21.081;;;21.904;15.928;263.69025447;-2.21085393;0.839394;4.21e-16;1.191335;-5.975e-16;3.200e-27;;49699.00;65.05;;48.00;27.000;41.700;TDB;;5.70;0.28;;;;;;;;;;;;;;1.798;1.798;17.85;0.493;0.645;6.896;;gb2,gbncc;002000000040;1985;;;
1610;J1734-2415;J1734-2415;17:34:41.6;-24:15:20;;;;53164.00;264.233;-0.943;;;2.678;4.551;263.67333333;-24.25555556;0.612524;1.05e-15;1.632590;-2.800e-15;;;53164.00;126.30;;;17.000;49.000;TDB;;;0.29;;;;;;;;;;;;;;3.436;3.436;10.02;0.273;0.160;5.079;;pksmb,htru_pks,gbncc;002010040000;2006;;;
1611;J1734-2859;J1734-2859;17:34:00.1;-28:59:53.4;;;;57674.00;264.290;-5.688;;;358.596;2.119;263.50047500;-28.99816667;0.301456;8.00e-18;3.317235;-8.803e-17;;;57674.00;313.90;;;8.720;26.500;TCB;;;0.13;;;;;;;;;;;;;;11.352;11.352;11.61;0.420;-0.278;-2.841;;htru_pks;000010000000;2020;;;
1612;J1734-3058;J1734-3058;17:34:50.8;-30:58:41.4;;;;56400.00;264.563;-7.657;;;357.031;0.893;263.71182917;-30.97816667;0.541286;1.62e-17;1.847453;-5.529e-17;;;56400.00;260.00;;;14.000;22.600;TDB;;;0.11;;;;;;;;;;;;;;3.744;3.744;4.05;0.058;-0.194;4.761;;htru_pks;000010000000;2015;;;
1613;J1734-3333;J1734-3333;17:34:26.9;-33:33:20;10.000;-29.000;;53145.00;264.594;-10.236;;;354.819;-0.433;263.61208333;-33.55555556;1.169341;2.28e-12;0.855183;-1.667e-12;2.800e-24;;53145.00;578.00;;156.00;230.600;;TDB;;;0.71;;;;;;;;;;;;;;4.461;4.461;-4.37;-0.034;-0.403;4.057;;pksmb,htru_pks;000010040000;2002;HE[oklk10];1;
1614;J1735-0243;J1735-0243;17:35:48.1;-02:43:48;;;;54827.00;263.544;20.574;;;21.564;15.448;263.95041667;-2.73000000;0.782887;6.32e-16;1.277324;-1.031e-15;;;54827.00;54.90;;28.30;13.000;106.000;TDB;;;;;;;;;;;;;;;;;0.992;0.992;14.62;0.264;0.351;7.611;;gbt350,gbncc;002040000000;2013;;;
1615;B1732-07;J1735-0724;17:35:04.9;-07:24:52.1;0.820;20.630;0.150;56000.00;263.577;15.886;;;17.271;13.284;263.77072083;-7.41448056;0.419335;1.21e-15;2.384728;-6.908e-15;4.700e-27;;49887.00;73.51;;34.50;4.900;22.000;TDB;;18.00;2.76;;;;;;;;;;;;;;6.400;0.213;16.89;1.471;1.849;2.552;;misc,mol2,gb2,pks70,pkssw,htru_pks;000010504050;1976;;;
1616;J1735-3258;J1735-3258;17:35:56.9;-32:58:21.8;;;;55355.00;264.886;-9.640;;;355.478;-0.381;263.98716667;-32.97272778;0.350972;2.60e-14;2.849232;-2.111e-13;;;55355.00;758.00;;;85.000;;TDB;;;0.35;;;;;;;;;;;;;;4.974;4.974;-5.05;-0.033;-0.392;3.542;;pksmb;000000040000;2002;;;
1617;J1735+6320;J1735+6320;17:35:06.5;+63:20:00.0;;;;57760.00;227.918;85.837;;;92.721;32.552;263.77734167;63.33335000;0.510718;3.23e-16;1.958027;-1.237e-15;;;57760.00;41.85;;;9.000;;TDB;;0.60;;;;;;;;;;;;;;;25.000;25.000;22.52;13.452;21.049;9.500;;lotaas;020000000000;2019;;;
1618;J1736+05;J1736+05;17:36:54;+05:48;;;;49717.00;263.421;29.107;;;29.592;19.208;264.22500000;5.80000000;0.999245;;1.000756;;;;49717.00;42.00;;44.00;;;TDB;;;;;;;;;;;;;;;;;2.494;2.494;13.82;0.821;1.163;6.452;;ar4,pkssw,lotaas;020000120000;1996;;;
1619;J1736-2457;J1736-2457;17:36:45.4;-24:57:50;;;;53095.00;264.732;-1.631;;;2.331;3.775;264.18933333;-24.96388889;2.642223;3.43e-15;0.378469;-4.910e-16;;;53095.00;169.40;;-106.70;62.000;103.000;TDB;;;0.84;;;;;;;;;;;;;;4.483;4.483;11.15;0.295;0.182;4.030;;pksmb,htru_pks,gbncc;002010040000;2006;;;
1620;J1736-2819;J1736-2819;17:36:24.7;-28:19:42;;;;51716.00;264.791;-4.996;;;359.446;2.036;264.10304167;-28.32833333;1.592419;1.49e-14;0.627975;-5.884e-15;;;51716.00;261.00;;;21.000;;TDB;;;0.16;;;;;;;;;;;;;;6.012;6.012;9.27;0.214;-0.058;2.492;;pksmb;000000040000;2004;;;
1621;J1736-2843;J1736-2843;17:36:42.5;-28:43:51;;;;52344.00;264.874;-5.395;;;359.142;1.764;264.17745833;-28.73083333;6.445036;3.00e-14;0.155158;-7.220e-16;;;52344.00;331.00;;-491.30;145.000;;TDB;;;0.43;;;;;;;;;;;;;;10.415;10.415;10.19;0.321;-0.156;-1.909;;pksmb,htru_pks;000010040000;2004;;;
1622;J1736-3422;J1736-3422;17:36;-34:22;;;;59086.00;264.957;-11.032;;;354.310;-1.142;264.00000000;-34.36666667;0.347222;6.56e-14;2.880000;-5.440e-13;;;59086.00;;;;;;TDB;;;;;;;;;;;;;;;;;;;;-0.000;-0.000;8.500;GRS:4FGL_J1736.1-3422[aab+22];FermiAssoc;000020000000;2020;NRAD[nie+20];;
1623;J1736-3511;J1736-3511;17:36:02.7;-35:11:56;;;;51386.00;265.002;-11.863;;;353.614;-1.598;264.01125000;-35.19888889;0.502803;1.57e-15;1.988851;-6.210e-15;;;51386.00;106.00;;;15.000;;TDB;;;0.18;;;;;;;;;;;;;;2.626;2.626;-2.96;-0.073;-0.292;5.891;;pksmb,htru_pks;000010040000;2003;;;
1624;J1737-0314A;J1737-0314A;17:37:35.8;-03:14:34.7;-3.590;-5.059;0.129;58900.00;264.045;20.081;;;21.326;14.807;264.39953308;-3.24299306;0.001980;9.56e-20;505.056564;-2.438e-14;;;58900.00;82.10;;;;;TDB;;;;;BT;58681.7065;0.2278;0.0471;;;;;;0.0159;0.0184;UL[pqm+21];9.140;2.093;20.98;2.336;3.214;0.269;GC:M14(NGC6402)[pqm+21];fast_crafts;040000000000;2021;BINARY[pqm+21];;
